1,"网游,角色,仙侠,QQ,御剑"
3,"益智休闲,网游,模拟,卡通,捕鱼,达人"
9,"网游,角色,仙侠"
11,"棋牌游戏,网游,斗地主,卡通,QQ"
13,"网游,策略,军事,二战"
19,"网游,即时战斗,角色,仙侠,明珠"
21,"角色扮演,网游,回合制,角色,西游,明珠"
23,"角色扮演,网游,即时战斗,角色,三国,Q版,明珠"
24,"策略塔防,网游,策略,三国,OL"
26,"角色扮演,网游,即时战斗,角色,武侠"
30,"网游,角色,武侠"
32,"网游,角色,仙侠,中国风"
34,"网游,角色,仙侠,OL"
38,"网游,策略,武侠"
42,"策略塔防,网游,塔防,漫画英雄,卡通,个性化"
44,"棋牌游戏,网游,扑克,德州"
46,"棋牌游戏,网游,麻将,写实"
48,"益智休闲,单机,解谜,写实"
50,"棋牌游戏,网游,斗地主,卡通,QQ"
52,"角色扮演,网游,角色,魔幻,2D"
54,"策略塔防,网游,策略,三国,Q版"
56,"棋牌游戏,网游,斗地主"
58,"角色扮演,网游,角色,仙侠,2D,OL"
60,"棋牌游戏,网游,斗地主"
70,"网游,角色,封神,2D,OL"
72,"策略塔防,单机,塔防,三国,Q版"
76,"棋牌游戏,网游,麻将"
78,"角色扮演,网游,角色,军事"
82,"动作冒险,单机,动作,军事"
84,"策略塔防,单机,免费,塔防,军事,卡通"
88,"益智休闲,单机,塔防,怪物"
90,"动作冒险,单机,动作,僵尸"
92,"益智休闲,单机,模拟"
96,"飞行射击,单机,飞行,军事,3D"
98,"大型网游,网游,角色,魔幻,3D,OL,英雄"
100,"飞行射击,单机,射击,军事,3D"
102,"经营养成,网游,养成,怪物,3D,个性化"
104,"益智休闲,单机,模拟,生活"
107,"棋牌游戏,网游,麻将,达人"
108,"益智休闲,单机,重力感应,个性化,愤怒的"
109,"益智休闲,单机,横版,跑酷,科幻,个性化,疯狂"
111,"角色扮演,单机,免费,跑酷,忍者,个性化"
113,"益智休闲,单机,消除,水果"
114,"益智休闲,单机,策略,军事,2D"
115,"益智休闲,单机,消除,动物,卡通"
116,"动作冒险,网游,射击,Q版"
120,"角色扮演,网游,横版,角色,仙侠,Q版"
121,"棋牌游戏,网游,斗地主"
124,"棋牌游戏,网游,斗地主,天天,中国风"
125,"益智休闲,单机,解谜"
126,"动作冒险,单机,免费,射击,军事,3D"
128,"网游,角色,魔幻,3D"
129,"网游,回合制,角色,仙侠,卡通,Q版,传奇"
133,"网游,卡牌,武侠,3D"
134,"益智休闲,单机,免费,消除,动物,OL"
135,"角色扮演,网游,回合制,角色,西游,3D"
136,"益智休闲,单机,消除,宝石"
137,"益智休闲,单机,消除,泡泡龙"
138,"策略塔防,单机,塔防,怪物"
139,"益智休闲,单机,解谜"
140,"角色扮演,网游,回合制,角色,武侠,3D,OL"
141,"棋牌游戏,网游,扑克,德州"
143,"棋牌游戏,网游,麻将"
144,"棋牌游戏,网游,麻将"
145,"棋牌游戏,网游,斗地主"
146,"策略塔防,网游,策略,军事"
147,"棋牌游戏,单机,免费,桌游"
149,"飞行射击,单机,射击,军事,传奇"
150,"动作冒险,单机,横版,格斗,愤怒的"
155,"益智休闲,单机,音乐"
156,"策略塔防,单机,塔防,军事,个性化"
157,"棋牌游戏,单机,免费,桌游"
158,"益智休闲,单机,街机"
159,"动作冒险,单机,动作,动物"
160,"益智休闲,单机,重力感应"
161,"动作冒险,单机,免费,格斗"
162,"策略塔防,单机,免费,塔防"
163,"益智休闲,单机,免费,解谜"
164,"角色扮演,单机,免费,动作,忍者"
165,"益智休闲,单机,免费,解谜"
166,"益智休闲,单机,免费,模拟"
167,"益智休闲,单机,免费"
168,"益智休闲,单机,免费,解谜"
169,"动作冒险,单机,免费,动作,忍者"
170,"益智休闲,单机,射击,动物,愤怒的小鸟"
171,"益智休闲,单机,免费,射击,动物,卡通,愤怒的小鸟"
172,"益智休闲,单机,解谜,动物"
173,"竞速游戏,单机,赛车,2D"
175,"益智休闲,单机,免费,消除"
177,"棋牌游戏,网游,斗地主"
178,"益智休闲,单机,免费,模拟"
180,"益智休闲,单机,免费,射击,卡通,愤怒的小鸟"
181,"益智休闲,单机,射击,卡通,愤怒的小鸟"
182,"益智休闲,单机,免费"
183,"益智休闲,单机,消除,宝石"
184,"经营养成,单机,养成,水果"
185,"棋牌游戏,单机,免费,棋类"
187,"益智休闲,单机,消除,泡泡龙"
188,"经营养成,网游,养成"
189,"策略塔防,单机,免费,策略"
190,"益智休闲,单机,街机"
192,"益智休闲,单机,模拟"
193,"棋牌游戏,单机,免费,棋类,涂鸦"
194,"棋牌游戏,单机,斗牛"
196,"益智休闲,单机,免费,解谜,3D"
198,"益智休闲,单机,消除,宝石,达人"
199,"益智休闲,单机,免费,找茬,达人"
200,"益智休闲,单机,免费,找茬"
201,"益智休闲,单机,解谜,卡通"
202,"经营养成,单机,养成,生活"
203,"策略塔防,单机,塔防,忍者"
204,"策略塔防,单机,策略,怪物"
205,"益智休闲,单机,解谜,生活"
206,"策略塔防,单机,策略"
207,"策略塔防,单机,策略,僵尸"
208,"策略塔防,单机,策略,3D,怪兽"
209,"策略塔防,单机,塔防,三国"
210,"益智休闲,单机,解谜"
211,"益智休闲,单机,动作,动物"
215,"策略塔防,单机,策略"
216,"策略塔防,单机,塔防"
217,"角色扮演,单机,射击,3D"
218,"角色扮演,单机,动作"
219,"角色扮演,网游,角色,武侠"
220,"棋牌游戏,单机,桌游"
221,"动作冒险,单机,免费,街机"
222,"策略塔防,单机,策略"
224,"益智休闲,单机,免费,消除,经典"
227,"棋牌游戏,网游,桌游"
228,"棋牌游戏,网游,斗牛"
229,"益智休闲,单机,解谜"
230,"益智休闲,单机,解谜"
231,"益智休闲,单机,解谜"
232,"棋牌游戏,单机,桌游"
234,"经营养成,单机,养成"
235,"益智休闲,单机"
236,"益智休闲,单机,模拟,疯狂"
237,"棋牌游戏,单机,扑克"
238,"角色扮演,单机,塔防,3D"
239,"角色扮演,单机,角色"
240,"角色扮演,单机,角色,僵尸"
241,"经营养成,单机,养成,中国风"
242,"角色扮演,单机,动作,军事,3D"
243,"棋牌游戏,单机,桌游"
245,"动作冒险,单机,跑酷,神庙逃亡"
246,"动作冒险,单机,免费,动作,3D"
247,"角色扮演,网游,角色,魔幻,3D"
248,"角色扮演,网游,角色,武侠,3D"
249,"策略塔防,单机,策略"
251,"棋牌游戏,单机,免费,桌游"
252,"益智休闲,单机,免费,解谜"
253,"动作冒险,单机,跑酷,3D"
254,"动作冒险,单机,跑酷,3D"
255,"动作冒险,单机,动作,忍者"
256,"棋牌游戏,单机,桌游"
257,"益智休闲,单机,解谜,疯狂"
258,"飞行射击,单机,射击,军事"
259,"策略塔防,网游,策略,三国"
260,"益智休闲,单机,IOS"
261,"角色扮演,网游,角色,忍者"
262,"角色扮演,单机,横版,角色,仙侠,3D"
264,"益智休闲,单机,模拟"
265,"益智休闲,单机"
266,"棋牌游戏,网游,麻将"
267,"益智休闲,单机,免费,怪物"
268,"益智休闲,单机,免费,解谜"
269,"益智休闲,单机,桌游"
270,"动作冒险,网游,动作,忍者,3D,个性化"
271,"动作冒险,单机,街机,电影改编,经典"
272,"棋牌游戏,网游,斗地主"
273,"飞行射击,网游,回合制,射击,Q版"
274,"角色扮演,网游,回合制,角色,怪物,3D"
275,"棋牌游戏,网游,斗地主,JJ"
277,"大型网游,网游,回合制,角色,仙侠,3D"
278,"益智休闲,单机,模拟,捕鱼,达人"
279,"角色扮演,网游,角色,仙侠,3D"
280,"动作冒险,单机,动作,忍者"
281,"益智休闲,单机"
282,"动作冒险,单机,塔防,战斗,暗黑"
284,"策略塔防,单机,塔防,魔幻,2D,指环王"
285,"竞速游戏,单机,赛车,3D"
286,"益智休闲,单机,解谜"
287,"棋牌游戏,网游,斗地主"
288,"棋牌游戏,网游,麻将"
289,"角色扮演,网游,角色,宝石"
290,"棋牌游戏,网游,卡牌,三国,暗黑,OL"
291,"动作冒险,单机,动作,暗黑"
292,"益智休闲,单机,消除"
293,"动作冒险,单机,动作,僵尸"
294,"益智休闲,单机,找茬,暗黑,找你妹"
295,"策略塔防,单机,塔防,保卫"
296,"角色扮演,网游,卡牌,漫画英雄,3D"
297,"角色扮演,网游,横版,角色,魔幻,暗黑"
298,"角色扮演,网游,角色,魔幻,2D,Q版"
299,"策略塔防,单机,策略,动物"
300,"大型网游,网游,角色,魔幻,3D"
301,"经营养成,单机,养成,生活,小清新"
302,"角色扮演,单机,动作,西游,卡通"
303,"益智休闲,单机"
304,"动作冒险,单机,横版,动作"
305,"策略塔防,单机,塔防,军事,暗黑"
307,"动作冒险,单机,跑酷,滑雪"
308,"益智休闲,单机,音乐"
309,"棋牌游戏,网游,扑克,梭哈"
310,"棋牌游戏,网游,斗地主,话费"
311,"角色扮演,网游,回合制,角色,OL"
312,"益智休闲,单机,免费,消除"
313,"棋牌游戏,网游,斗牛"
314,"棋牌游戏,网游,扑克,德州,OL"
315,"经营养成,网游,养成,三国,3D"
316,"益智休闲,单机,免费,模拟,动物,好玩"
317,"动作冒险,单机,跑酷,3D"
318,"竞速游戏,单机,赛车"
320,"益智休闲,单机,横版,3D"
321,"动作冒险,单机,格斗,3D"
322,"棋牌游戏,单机,斗地主,棋牌"
323,"益智休闲,单机,解谜,美女,小清新"
324,"棋牌游戏,单机,斗地主,美女,小清新"
325,"动作冒险,单机,跑酷,3D"
327,"竞速游戏,单机,免费,动作,2D"
329,"益智休闲,单机,免费,消除,连连看"
330,"益智休闲,单机,免费,模拟"
331,"动作冒险,单机,免费,格斗,经典游戏"
332,"角色扮演,网游,策略,三国"
333,"益智休闲,单机,免费,消除,连连看"
334,"棋牌游戏,网游,炸金花,棋牌"
335,"角色扮演,网游,回合制,角色,三国"
336,"角色扮演,网游,卡牌,电影改编"
337,"角色扮演,网游,横版,角色,武侠,3D,Q版"
338,"策略塔防,网游,策略,三国"
339,"益智休闲,单机,消除,水果,写实"
340,"棋牌游戏,网游,斗地主,美女,棋牌"
341,"动作冒险,单机,街机"
342,"益智休闲,单机,模拟,动物"
343,"角色扮演,单机,角色,军事"
